trial,start_time,rt,correct,fact_id,question,answer,alpha
1,77973.56270899763,5428.631540999049,True,0,somalia,mogadishu,0.3
2,112994.72645900096,3623.376832998474,False,0,somalia,mogadishu,0.3
3,128965.1062089979,1881.372707997798,True,1,djibouti,djibouti,0.3
4,135814.6671249997,892.0427499979269,True,1,djibouti,djibouti,0.3
5,144234.7468750013,1728.048166994995,True,2,equatorial guinea,malabo,0.3
6,152085.3245420003,1491.14629199903,True,3,cape verde,praia,0.3
7,156807.29716699716,1605.5564170019352,False,2,equatorial guinea,malabo,0.3
8,167521.2883339991,1123.535124999762,True,3,cape verde,praia,0.3
9,172438.39674999617,1084.4702920003328,False,0,somalia,mogadishu,0.349609375
10,178137.59458399727,1773.116916003346,True,4,niger,niamey,0.3
11,187623.20329200156,1232.1576249960344,True,1,djibouti,djibouti,0.250390625
12,192283.68999999657,1696.6442500051926,True,4,niger,niamey,0.3
13,196024.31712499674,3353.85566700279,True,5,cameroon,yaounde,0.3
14,201791.50629200012,1028.388457998517,True,6,morocco,rabat,0.3
15,204559.9939169988,1063.2407919983962,True,5,cameroon,yaounde,0.3
16,208508.26908399904,885.0071249980829,True,6,morocco,rabat,0.3
17,211251.2339169989,2881.566791998921,True,2,equatorial guinea,malabo,0.34882812499999993
18,216269.34691699716,1071.0325420004665,True,0,somalia,mogadishu,0.34921875
19,221882.82104199607,1250.1111250021495,True,3,cape verde,praia,0.250390625
20,224918.02008399827,1235.569458003738,True,7,nigeria,abuja,0.3
21,229072.6274589979,8738.623416000337,True,8,burkina faso,ouagadougou,0.3
22,244270.89133399568,21029.079583000566,True,7,nigeria,abuja,0.3
23,267396.64800000173,4329.288041997643,False,8,burkina faso,ouagadougou,0.3
24,277937.9032919969,2425.079917004041,True,4,niger,niamey,0.26835937500000007
25,282045.6237920007,1022.8613329963991,True,5,cameroon,yaounde,0.250390625
26,285172.91158399894,954.9276659963652,True,6,morocco,rabat,0.250390625
27,288007.89833399904,2800.2354159980314,True,2,equatorial guinea,malabo,0.35468749999999993
28,292834.6658750015,3387.191999994684,True,9,burundi,bujumbura,0.3
29,300113.93462499836,inf,True,7,nigeria,abuja,0.349609375
30,305394.30829200137,2552.2400829941034,False,9,burundi,bujumbura,0.3
31,311039.95604199736,1777.157292002812,True,0,somalia,mogadishu,0.34882812500000004
32,316740.52579199633,1303.756000001158,True,10,senegal,dakar,0.3
33,319936.33925000177,2512.7962919941638,False,8,burkina faso,ouagadougou,0.344140625
34,335519.70212499873,1966.341667000961,True,10,senegal,dakar,0.3
35,339127.1641249987,2391.4935420034453,False,11,gabon,libreville,0.3
36,344796.52758399607,4046.172750000551,True,7,nigeria,abuja,0.39921874999999996
37,352518.65245899535,inf,True,11,gabon,libreville,0.3
38,361063.9222919999,1578.6239169974579,False,9,burundi,bujumbura,0.349609375
39,372347.4256670015,2664.828166998632,True,2,equatorial guinea,malabo,0.3550781249999999
40,377067.4325419968,2814.336250004999,False,8,burkina faso,ouagadougou,0.39374999999999993
41,391178.0122499986,2970.9583340008976,True,7,nigeria,abuja,0.42460937499999996
42,397566.4349590006,1194.9519159970805,True,10,senegal,dakar,0.250390625
43,400541.3950000002,2448.2761670005857,True,12,botswana,gaborone,0.3
44,406283.0084590023,3176.3286249988596,True,11,gabon,libreville,0.349609375
45,412290.7058749988,1948.3877919992665,True,12,botswana,gaborone,0.3
46,416463.89020900097,4121.5782500003115,False,9,burundi,bujumbura,0.39921874999999996
47,422510.31204199535,inf,False,8,burkina faso,ouagadougou,0.42070312499999996
48,437048.19295900234,2819.1326249943813,True,7,nigeria,abuja,0.43671874999999993
49,441510.68170899816,1278.5833750021993,True,13,angola,luanda,0.3
50,444536.28129199933,6705.319166998379,False,9,burundi,bujumbura,0.4488281249999999
51,467848.391624997,inf,False,13,angola,luanda,0.3
52,476656.4720419992,1130.729666998377,True,11,gabon,libreville,0.34921875
53,480702.774874997,inf,False,9,burundi,bujumbura,0.45234374999999993
54,486552.0454590005,1418.7812079981086,True,8,burkina faso,ouagadougou,0.4195312499999999
55,497318.70070900186,1591.4043329976266,True,12,botswana,gaborone,0.250390625
