trial,start_time,rt,correct,fact_id,question,answer,alpha
1,174106.25509999227,2731.1013999860734,True,0,gabon,libreville,0.3
2,180242.3277000198,823.0495000025257,True,0,gabon,libreville,0.3
3,183830.9044999769,3250.420300057158,True,1,central african republic,bangui,0.3
4,189264.40809993073,745.0185000197962,True,1,central african republic,bangui,0.3
5,192398.06509995833,2179.3549000285566,True,2,guinea-bissau,bissau,0.3
6,196747.6482000202,3309.6357999602333,True,3,sao tome and principe,sao tome,0.3
7,202164.21830002218,1205.054499907419,True,2,guinea-bissau,bissau,0.3
8,205414.71019992605,1018.6591000529006,True,3,sao tome and principe,sao tome,0.3
9,208497.80739995185,1655.4531999863684,True,4,rwanda,kigali,0.3
10,213747.60659993626,2153.645300073549,True,5,eritrea,asmara,0.3
11,217880.88700000662,1556.4640000229701,False,4,rwanda,kigali,0.3
12,221614.9530999828,4762.366999988444,False,5,eritrea,asmara,0.3
13,228664.93969992734,inf,True,0,gabon,libreville,0.349609375
14,239414.95839995332,9282.277200021781,False,1,central african republic,bangui,0.349609375
15,250814.98649995774,1002.1716000046581,True,2,guinea-bissau,bissau,0.250390625
16,253949.53829993028,827.7731999987736,True,3,sao tome and principe,sao tome,0.250390625
17,257048.4280999517,2580.7644000742584,True,6,seychelles,victoria,0.3
18,264581.91730000544,1679.372499929741,True,7,swaziland,mbabane,0.3
19,269682.0089999819,5651.244599954225,False,6,seychelles,victoria,0.3
20,277082.2035999736,1183.0225000157952,False,7,swaziland,mbabane,0.3
21,280098.8862999948,5758.39289999567,False,4,rwanda,kigali,0.349609375
22,288365.6757000135,3779.530599946156,False,5,eritrea,asmara,0.349609375
23,296132.3411000194,1448.8338999217376,True,0,gabon,libreville,0.30000000000000004
24,300049.2559999693,7275.898499996401,True,1,central african republic,bangui,0.39921874999999996
25,309799.26420003176,2069.8468999471515,True,8,mozambique,maputo,0.3
26,314632.65039992984,1328.4205000381917,True,9,tunisia,tunis,0.3
27,318782.77609997895,1874.261899967678,False,8,mozambique,maputo,0.3
28,322900.6531999912,3176.495600026101,True,9,tunisia,tunis,0.3
29,327732.68020001706,7648.339099949226,False,4,rwanda,kigali,0.39921874999999996
30,337200.2206000034,inf,True,1,central african republic,bangui,0.43632812499999996
31,351633.6773999501,2343.3114000363275,True,6,seychelles,victoria,0.275390625
32,356516.5780999232,1592.4677000148222,True,5,eritrea,asmara,0.34921875
33,359900.1176999882,6052.910199970938,False,7,swaziland,mbabane,0.349609375
34,368083.18159997,7429.826600011438,False,4,rwanda,kigali,0.4488281249999999
35,378233.5839000298,2415.4484999598935,True,1,central african republic,bangui,0.43046874999999996
36,382900.34439996816,2884.667700040154,False,8,mozambique,maputo,0.349609375
37,388884.7797999624,924.1501999786124,True,9,tunisia,tunis,0.250390625
38,391633.8786999695,4623.030800023116,False,4,rwanda,kigali,0.46171874999999996
39,398400.6355999736,inf,False,7,swaziland,mbabane,0.39921874999999996
40,405767.32909993734,3705.7201000861824,False,10,ghana,accra,0.3
41,410550.549000036,2330.4141999688,True,11,comoros,moroni,0.3
42,416467.21639996395,1825.759300030768,False,10,ghana,accra,0.3
43,421034.0909999795,7330.820600036532,False,11,comoros,moroni,0.3
44,430217.9075999884,10979.03139994014,False,4,rwanda,kigali,0.46210937499999993
45,443786.12609999254,2082.8238000394776,False,8,mozambique,maputo,0.39921874999999996
46,447667.56319999695,inf,False,7,swaziland,mbabane,0.4488281249999999
47,452118.128699949,1634.6638000104576,False,1,central african republic,bangui,0.44023437499999996
48,456234.2110000318,2506.592199904844,True,5,eritrea,asmara,0.343359375
49,460501.0674999794,2943.7795999692753,True,12,senegal,dakar,0.3
50,465368.03260003217,7836.863199947402,False,7,swaziland,mbabane,0.46796874999999993
51,477717.9303999292,2494.863500003703,False,12,senegal,dakar,0.3
52,482735.0761999842,2977.8038000222296,False,8,mozambique,maputo,0.437890625
53,487718.06169999763,13158.717799931765,False,10,ghana,accra,0.349609375
54,504552.023199969,9440.90549997054,False,4,rwanda,kigali,0.51171875
55,515085.5832999805,5095.1288000214845,False,11,comoros,moroni,0.349609375
56,521252.5865000207,inf,False,7,swaziland,mbabane,0.4683593749999999
57,528168.8742999686,15263.740699971095,False,4,rwanda,kigali,0.5613281250000001
58,545352.278699982,4288.425900042057,False,8,mozambique,maputo,0.43828124999999996
59,551919.1852000076,1401.4491999987513,False,4,rwanda,kigali,0.5734375000000002
60,555602.6205000235,1274.0876999450848,True,1,central african republic,bangui,0.43984375
61,558585.7729000272,8818.876799894497,False,10,ghana,accra,0.39921874999999996
62,569385.9138999833,2758.7050000438467,False,4,rwanda,kigali,0.5738281250000001
63,573902.6700999821,inf,False,12,senegal,dakar,0.349609375
64,580269.6117999731,11515.06080001127,False,7,swaziland,mbabane,0.51796875
65,594102.9276000336,1489.6465999772772,False,11,comoros,moroni,0.39921874999999996
66,597553.2495999942,12183.2349000033,False,4,rwanda,kigali,0.6054687500000001
67,611536.4055000246,2128.171499934979,False,7,swaziland,mbabane,0.541015625
68,615519.784300006,1288.7863999931142,False,10,ghana,accra,0.426171875
69,619020.0125999982,576.5237000305206,False,4,rwanda,kigali,0.6550781250000002
70,621536.5612999303,inf,False,8,mozambique,maputo,0.4878906249999999
71,627137.3885000357,1599.2226999951527,True,4,rwanda,kigali,0.6546875000000002
72,630603.3052999992,2529.2060000356287,False,7,swaziland,mbabane,0.5539062499999999
73,635070.3527999576,1162.1424000477418,False,11,comoros,moroni,0.41132812499999993
74,638170.1410999522,4658.49150007125,False,0,gabon,libreville,0.349609375
75,644537.2769000242,inf,False,4,rwanda,kigali,0.6917968750000002
76,659271.2079000194,2929.218699922785,False,8,mozambique,maputo,0.49843749999999987
77,665889.1504999483,2203.238300047815,False,4,rwanda,kigali,0.6976562500000002
78,670874.2018999765,1562.3395000584424,True,12,senegal,dakar,0.34921875
79,674039.3385000061,1545.1172000030056,True,7,swaziland,mbabane,0.5417968749999998
80,678170.8464999683,6013.576800003648,False,4,rwanda,kigali,0.7472656250000003
81,686220.9645999828,1895.564500009641,True,1,central african republic,bangui,0.414453125
82,691454.5031000162,1293.9790999516845,True,4,rwanda,kigali,0.7468750000000003
83,695921.2642000057,7687.098399968818,False,10,ghana,accra,0.44999999999999996
84,705755.1334999735,inf,True,4,rwanda,kigali,0.7699218750000003
85,712488.3844000287,6187.906299950555,False,8,mozambique,maputo,0.4996093749999999
86,720571.6573999962,1600.712399929762,True,4,rwanda,kigali,0.7531250000000003
87,723988.1444999482,6560.167400049977,True,11,comoros,moroni,0.41484374999999996
88,732988.4255999932,995.8740000147372,True,4,rwanda,kigali,0.7035156250000002
89,735788.7094999896,1803.7222999846563,True,7,swaziland,mbabane,0.5414062499999999
90,741455.2029999904,7753.096199943684,False,5,eritrea,asmara,0.38671875
91,755805.2608999424,7731.152800028212,False,10,ghana,accra,0.46210937499999993
92,766072.4045999814,1115.8967999508604,False,4,rwanda,kigali,0.7039062500000002
93,770638.5906999931,1725.6758000003174,True,6,seychelles,victoria,0.22578125000000002
94,775038.7557999929,2401.511700008996,False,0,gabon,libreville,0.35624999999999996
95,780205.5464999285,inf,False,8,mozambique,maputo,0.54921875
96,784888.8401000295,6947.460499941371,False,4,rwanda,kigali,0.7535156250000002
97,793772.0388999442,23236.335600027815,False,7,swaziland,mbabane,0.5878906249999999
98,818974.783499958,1913.458300055936,True,4,rwanda,kigali,0.7039062500000002
99,822789.6279999986,15046.4071999304,False,8,mozambique,maputo,0.5527343749999999
100,839940.0125999236,2396.108700078912,True,7,swaziland,mbabane,0.5382812499999998
101,844573.203900014,6270.901700016111,False,10,ghana,accra,0.47343749999999996
102,852906.7801999627,1121.3230000576004,True,4,rwanda,kigali,0.6542968750000001
103,855823.284199927,5568.845900008455,False,5,eritrea,asmara,0.388671875
104,863323.4330000123,24100.638199946843,False,8,mozambique,maputo,0.5554687499999998
105,888507.3468999472,1840.6997000565752,True,11,comoros,moroni,0.408203125
106,893440.915199928,1487.0542000280693,True,12,senegal,dakar,0.29960937500000007
107,896623.4796999488,908.5854000877589,True,3,sao tome and principe,sao tome,0.20078125
108,900474.506599945,1265.5423000687733,True,2,guinea-bissau,bissau,0.20078125
109,903773.8415999338,10670.241100015119,False,8,mozambique,maputo,0.5800781249999999
110,918890.5667000217,2261.4212000044063,True,10,ghana,accra,0.473046875
111,923724.0530999843,5519.84550000634,True,4,rwanda,kigali,0.7031250000000001
112,932690.8850999316,2477.0675000036135,False,8,mozambique,maputo,0.6046874999999999
113,941191.0640000133,3032.805099966936,False,4,rwanda,kigali,0.7035156250000001
114,947674.9331000028,2468.9276999561116,True,7,swaziland,mbabane,0.49492187499999984
115,952724.592100014,2719.361099996604,False,1,central african republic,bangui,0.41796875
116,957941.344599938,6842.555799987167,False,4,rwanda,kigali,0.7039062500000001
117,967807.9140000045,1451.9876999547705,False,8,mozambique,maputo,0.616796875
118,972007.9166999785,1131.9279000163078,False,0,gabon,libreville,0.380859375
119,974807.9195999308,3207.984200096689,False,4,rwanda,kigali,0.7535156250000001
120,980975.0944999978,1416.7463999474421,True,9,tunisia,tunis,0.20078125
121,984141.6885999497,4422.19010007102,False,4,rwanda,kigali,0.7601562500000001
122,990575.2035999903,1268.6501999851316,True,8,mozambique,maputo,0.61640625
123,994858.5078000324,865.3389998944476,True,4,rwanda,kigali,0.7597656250000001
124,997975.2865999471,2252.556600025855,False,10,ghana,accra,0.49765625
125,1002641.9285000302,1049.9718999490142,True,4,rwanda,kigali,0.7593750000000001
126,1005493.383300025,2746.449299971573,False,5,eritrea,asmara,0.3890625
127,1010308.6873999564,1307.0810000644997,True,11,comoros,moroni,0.4078125
128,1013392.330099945,1711.489800014533,True,8,mozambique,maputo,0.6160156250000001
129,1017592.1403999673,7659.734699991532,True,4,rwanda,kigali,0.8019531250000002
130,1027058.9849000098,13304.858800023794,False,10,ghana,accra,0.505078125
131,1042077.293899958,3726.4514999696985,True,4,rwanda,kigali,0.8218750000000002
132,1047692.959500011,1370.8187999436632,True,8,mozambique,maputo,0.56640625
133,1051292.8037999664,7174.93530001957,False,4,rwanda,kigali,0.8222656250000002
134,1060209.3954000156,6386.268800008111,False,0,gabon,libreville,0.39296875
135,1068759.5459999284,2044.1724000265822,True,4,rwanda,kigali,0.8210937500000002
136,1072642.5358999986,1781.1114999931306,True,1,central african republic,bangui,0.36835937500000004
137,1076159.453399945,3340.2414000593126,True,4,rwanda,kigali,0.8605468750000003
138,1081309.6456000349,11098.02849998232,False,10,ghana,accra,0.5265625000000002
139,1094209.978400031,1481.6100999014452,True,4,rwanda,kigali,0.8210937500000002
140,1098376.8859999254,1894.7406000224873,True,7,swaziland,mbabane,0.49453124999999987
141,1102676.229899982,899.3218999821693,True,4,rwanda,kigali,0.7714843750000001
142,1105359.9581000162,12739.70349994488,False,10,ghana,accra,0.5394531250000002
143,1119960.5415000115,859.0183999622241,True,4,rwanda,kigali,0.721875
144,1122626.575000002,1904.973499942571,True,8,mozambique,maputo,0.5167968749999999
145,1128543.4929999756,1400.2503999508917,True,11,comoros,moroni,0.35820312500000007
